id,ground_truth,text
hatespeech_implicit_884,stereotypical,"She should be the employeer, and she needs to be a Mexican looking for a cleaning job."
hatespeech_implicit_885,inferiority,"alejandro: you will not survive here. you are not a wolf, and this is a land of wolves now"
hatespeech_implicit_886,stereotypical,15 year old white danish girl blinded by african muslims in racially motivated hate crime via
hatespeech_implicit_887,incitement,if cities can ignore feds & create sanctuary for illegals then border states shld mobilize national guard to secure border.
hatespeech_implicit_888,white grievance,msm clearly embarrassed by anarchic & anti-white racist violence of #baltimoreriots and not a word about #soros funding #blacklivesmatter
hatespeech_implicit_889,irony,so you're saying muslims are hornets ? ewwww boooo #racist #liberal #naziscum
hatespeech_implicit_890,stereotypical," should we rename the white house the  "" white mosque ? "" "" #rt #stopislam #makedclisten #wakeupamerica """
hatespeech_implicit_891,white grievance,you need the white boogeyman to justify your failures
hatespeech_implicit_892,stereotypical,jewish war on nordic sweden : israeli government openly exports african illegal immigrants to
hatespeech_implicit_893,threatening,gmafb get rid of all the camel sucking mozrats!!
hatespeech_implicit_894,stereotypical,and they don't restrict the raping to their own women  no no . they rape thousands of white girls every year . white men rape < 10 black women .
hatespeech_implicit_895,stereotypical,this is in fact a jew larping as a white man larping a catholic priest
hatespeech_implicit_896,threatening,Illegal immigration has soared back to pre-Trump levels because NOTHING is being done about it. They're not afraid.
hatespeech_implicit_897,inferiority,"yeah, because white people can't sweep floors, which is much harder than building space rockets."
hatespeech_implicit_898,white grievance,i thank and applaud you for highlighting white genocide in sa . please continue - they've no escape and no future . no help .
hatespeech_implicit_899,stereotypical,a perfect demonstration of fear-based mind control programming #withjewswelose #nomorejewishlies
hatespeech_implicit_900,stereotypical,another holocaust survivor hoax exposed
hatespeech_implicit_901,white grievance,how is die whites die not a hate crime ? oohhhh wait ya i forgot ... it's not racist to call for the dearth of white people
hatespeech_implicit_902,white grievance,why do hate crime laws only apply to white people ?
hatespeech_implicit_903,threatening,and we demand they be sent hometo heck with their demands while enjoying our way of life while being illegal.
hatespeech_implicit_904,stereotypical,so  if islam is innocuous  why were the crusades launched ?
hatespeech_implicit_905,irony,"A white man and a black man play hide and seek at night. Who has the advantage? The white man, as the cops are on his side."
hatespeech_implicit_906,incitement,what's good for the white race is what matters ! this event is good for our race regardless of nervous nellies !
hatespeech_implicit_907,stereotypical,UK: Father of two jihadis killed in Syria threatens to have his wife shot if she gave evidence against him https://www.jihadwatch.org/2018/08/uk-father-of-tw... #AgendaOfEvil
hatespeech_implicit_908,inferiority,"pastors take note; white architect designed your church,whites built it,whites paid for it. whit"
hatespeech_implicit_909,incitement,white race of humanity must be saved ; we are fighting to save minority white race ;
hatespeech_implicit_910,incitement,ps get deported maybe new rule no legal way back in !
hatespeech_implicit_911,white grievance,latvia : thousands hold stop white genocide rallies | read more : via
hatespeech_implicit_912,stereotypical,"sick, sick, sick this muslim religion is very sick! penalty should have been removal of his private parts!"
hatespeech_implicit_913,white grievance,god forbid he celebrate a white person  that would be racist . hate this country anymore .
hatespeech_implicit_914,incitement,germany is hitler - hitler is germany !
hatespeech_implicit_915,inferiority,no  white women are on average closer to white men in intelligence than black men or women .
hatespeech_implicit_916,white grievance,Native Amerian Studies boils down to 'kill whitey'.
hatespeech_implicit_917,stereotypical," rt the #kosher food #scam getting into prisons .  "" demands for kosher food hiking prison costs "" "" #judaism #greed """
hatespeech_implicit_918,incitement,the #gaylobby needs the opioid crisis in order to fulfill #gaymarriage adoptions.the donald is a businessman . sure
hatespeech_implicit_919,stereotypical,"read the book """"cain river"""" you'll be shocked to learn light skinned negros owned more 'house servants' than their white neighbors."
hatespeech_implicit_920,irony,how do you pickup a jewish girl ? broom and dustpan .
hatespeech_implicit_921,inferiority,"To all the black kids without fathers, don't be so upset. In a few years, you'll get to meet them when you go to prison."
hatespeech_implicit_922,irony,"if state office is just a social construct, why do people laugh at my neighbor who just declared himself potus?"""" and soforth."
hatespeech_implicit_923,white grievance,you have no right to diversify white countries to satisfy your personal preference .
hatespeech_implicit_924,stereotypical,blacks need pull up there pants  take a shower  put down the crack pipe get a job and stop assuming us good white folks racist !
hatespeech_implicit_925,incitement,just need to stop all visas coming to us for a few months and clean the system until all illegals are out and then minimize the allowed
hatespeech_implicit_926,white grievance,the left would literally rather a white man murder 700 people  than see any other race be found guilty of jay walking . it's pathetic .
hatespeech_implicit_927,white grievance,we need few more video like this to open eyes of sleeping hindus christian conversion is big
hatespeech_implicit_928,white grievance," lol 6 straight decades of  "" white ppl are the enemy & need to die "" "" articles = "" "" americans "" "" """
hatespeech_implicit_929,incitement," who is promoting  "" white privilege "" "" ? #withjewswelose """
hatespeech_implicit_930,white grievance,it would be nice to have historically white colleges and universities . we have them in the south . that would be called * racist * though
hatespeech_implicit_931,white grievance,the #us #education system discourages critical thinking skills . hence the ignorant hate that persists against #hitler & national-socialism .
hatespeech_implicit_932,stereotypical,john friend's blog : international holohoax remembrance day
hatespeech_implicit_933,incitement,bradford : 80 % of children sexually exploided are white . rape jihad
hatespeech_implicit_934,incitement,white people built everything in this country.maintaining the white race is the key to a further existence of a civilized society .
hatespeech_implicit_935,irony,Why don't blacks celebrate Thanksgiving? Because KFC is not open on holidays!
hatespeech_implicit_936,white grievance,great tweet  lol rt : what disgusting anti-white trash . #wakeup #whitepeople #wpww
