id,text,ground_truth
tone_306,"[Announcer]: Susan Collins says keep the secret ballot for union organizing elections. [Man]: ""The lady's a hero. I hate heroes."" [Music plays] [Announcer]: Tom Allen? Well, he sees it differently. Allen says eliminate the secret ballot for workers. [Man]: ""Problem solved."" [Announcer]: Call Tom Allen, tell him he's wrong to end worker privacy. [PFB]: COALITION FOR A DEMOCRATIC WORKPLACE",negative
tone_307,"[Multiple speakers]: ""Saxby Chambliss. He's not for us. He's not for us. He supported the Bush economic plan. The Bush economic plan. And Saxby wants to put a 23 percent sales tax. 23 percent sales tax on us. We need change. Change. Change in Washington. That's why I'm voting for Jim Martin. Jim Martin. He's for tax breaks for the middle class. The middle class. And Jim Martin will stand up for us. For us. For us. The Democratic Senatorial Campaign Committee is responsible for the content of this ad. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",neutral
tone_308,"[Saxby Chambliss]: ""We have to get the gas price situation under control. We have to explore for oil right here in the United States. We're dependent on foreign sources for 62 percent of our oil. We have more oil within our country than all the oil in Saudi Arabia. So why in the world would the left-wing Democrats in Congress oppose exploring for oil in America? That's insane. I'm Saxby Chambliss, and I approve this message, and I ask for your vote on November 4."" [PFB]: CHAMBLISS FOR SENATE",positive
tone_309,"[Announcer]: Saxby Chambliss, it's time for the truth. Jim Martin is a Vietnam veteran. He was deployed when his daughter was two-months old. In 1995, he helped pass the toughest crime laws ever in Georgia and Jim Martin helped pass the largest tax cut in Georgia history. Saxby Chambliss supports the policies that caused the meltdown - no rules for Wall Street, wasteful spending and record deficits, tax breaks for the special interests. Saxby Chambliss - had enough? [Jim Martin]: I'm Jim Martin and I approve this message. [PFB]: MARTIN FOR SENATE",neutral
tone_310,"[Cheryl Kilgore]: ""In 1994, there was only one community health center in the entire state of Alaska and that was in Anchorage. Thankfully, Senator Stevens stepped in to help fund 145 clinics across the state to provide healthcare to all Alaskans. No single individual has had as much impact on the health of all Alaskans in this state than Senator Stevens. The bottom line is experience counts and I hope everyone votes for Senator Stevens."" [Ted Stevens]: I'm Ted Stevens. I approve this message. [PFB]: STEVENS FOR SENATE",positive
tone_311,"[Interviewer]: ""Senator Wicker. Let's see. Fourteen years in Congress. Voted for record budget deficits. Supported all those bad trade deals. All this oil and insurance money. They must love your voting record. You voted nine times to raise your own pay? Senator Wicker, nine times to raise your own pay? Senator Wicker, I can't recommend keeping you on in the Senate."" The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_312,"[Announcer]: With Congress on vacation and gas prices hurting families, we need bold, new leadership. [Jim Risch]: ""High gas prices are a supply problem, and we need to act now. We need to expand American oil production and aggressively develop other energy sources for the future. If we don't move now, the mess we're in will only get worse."" [Announcer]: Idahoans agree. As governor, Jim Risch delivered. The Idaho Press Tribune said ""Jim Risch just gets things done."" Jim Risch. U.S. Senate. [Jim Risch]: ""I'm Jim Risch, and I approve this message."" [PFB]: JIM RISCH FOR U.S. SENATE COMMITTEE",positive
tone_313,"[Announcer]: Executives of a company called Voyager were seeking funds and they held a fundraiser for Mary Landrieu. Over $30,000 was given to her campaign, less than a week later, Landrieu slipped a $2 million earmark into legislation to benefit Voyager. Ethics watch dogs objected. [Melanie Sloan]: ""Mary Landrieu suddenly is getting campaign contributions from folks who have never before given her any money. [Announcer]: It's no wonder that Mary Landrieu was just named one of the most corrupt members of Congress. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_314,"[Announcer]: She's part of the Washington mess. Elizabeth Dole voted with George Bush 92 percent. No wonder, Elizabeth Dole is ranked 93rd in effectiveness. She's simply out of touch. Two years ago records show she spent just 13 days in North Carolina. The year before? Only 20 days. Papers call Dole an absentee Senator, ineffective, a disappointment. Elizabeth Dole. Just not getting the job done. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_315,"[Announcer]: We know Jim Martin voted for what was the largest tax increase in Georgia history, that he voted to raise the sales tax on Georgia families 32 percent, that he pushed to increase the property tax assessment 150 percent and that he voted to pad his own taxpayer-funded expense account 27 percent. With unchecked power hanging in the balance, Georgia can't afford another liberal like Jim Martin in Washington. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",
tone_316,"[Announcer]: Five years ago, John Sununu wrote tough regulations for mortgage giants Fannie Mae and Freddie Mac. Democrats blocked his bill, opposing restrictions on risky investments. Six months ago, Jeanne Shaheen still saw no risk, saying, 'Let them use flexibility and common sense.' Boy Jeanne, that worked out well. [Woman]: ""We'll stick with effective, John Sununu."" [John Sununu]: I'm John Sununu and I approve this message. [PFB]: TEAM SUNUNU",neutral
tone_317,"[Announcer]:""Airforce Master Sergeant Denice Morgan. Air Force Major General Rick Goddard. Army Captain Tommy Clack."" [Clack]:""In 2002 these veterans endorsed Saxby Chambliss. Today national organizations like Vets for Freedom and the VFW and tens of thousands of Georgia veterans proudly support Saxby Chambliss and are working for his re-election."" [Chambliss]:""I'm Saxby Chambliss and I approve this message."" [PFB]: CHAMBLISS FOR SENATE",positive
tone_318,"[Announcer]: Today, we could all use a bit more change. Doesn't help when Saxby Chambliss votes to deregulate Wall Street, and we're stuck with the bill for $700 billion and economic meltdown. Saxby sends $10 billion a month of our money to an Iraq flushed with cash. It's no wonder the Journal Constitution criticized Saxby for voting against our interests. Tell Saxby Chambliss to stop voting for corporate interests, because a little change can go a long way for Georgia families. Patriot Majority is responsible for the content of this advertising. [PFB]: PATRIOT MAJORITY",negative
tone_319,"[Mark Begich]: ""I'm Mark Begich. And how to we lower energy costs? In Southcentral, we're consolidating power generation to save ratepayers millions. Now I want to show you Alaska's energy future. This can be a wind farm. In addition to ANWR, we have more wind, hydro, geothermo, and tidal energy than any place else. And we should be using it. I approve this message because as senator, I'll make Alaska the energy leader again. See my website for the whole plan."" [PFB]: ALASKANS FOR BEGICH",positive
tone_320,"[Announcer]:""Where's Elizabeth Dole been? Campaigning for George Bush's policies. In 2006 she traveled to Pennsylvania, Washington, New Jersey, Minnesota, Montana, Nebraska, Tennessee, Michigan, Arizona, Ohio, Missouri, Virginia, 12 states for Bush. Her record showed Dole only spent 13 days in North Carolina. The year before, only 20 days. No wonder she's ranked 93rd in effectiveness. Elizabeth Dole, she'll travel the country for George Bush but she's not getting the job done for us. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising."" [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_321,"[Announcer]: Minnesotans are paying more for gas then ever, while big oil companies are making billions. And, what has Norm Coleman done? Coleman voted to give oil and gas companies billions of dollars in tax breaks. Maybe that's why oil and gas interests have given Coleman hundreds of thousands of dollars in campaign contributions to reward him for the work he's done. So, call Norm Coleman and ask him, when it comes to the price of gas and oil whose side is he really on? [PFB]: ALLIANCE FOR A BETTER MINNESOTA",negative
tone_322,"[Announcer]: Energy reform. Mark Udall promised to fight for it. So what'd he do when the vote came up? He skipped it. Instead of supporting oil exploration, nuclear energy, new refineries, or anything that might reduce gas prices, Udall skipped work, went to a fundraiser, and sent Congress on vacation by one vote. So next time you're at the pump, call Skip Udall. I mean, Mark Udall. Tell him not to skip the next energy vote. [PFB]: FREEDOMS WATCH",negative
