id,ground_truth,text,implied_statement,implied_statement_without_target_info
hatespeech_target_623,muslims,another reason to be disturbd by the america-hating  jihad enabler in white house rt : such a peaceful religion ...,Muslims hate America.,{'hate'}
hatespeech_target_624,liberals,: learn from it  #liberals ~ elin krantz : just another dead white liberal female ...,Liberals are inferior people,"{'people', 'inferior'}"
hatespeech_target_625,white people,giving up the burden of white privilege via,White people are privileged.,{'privileged'}
hatespeech_target_626,black people,even when the criminals are white their black,Blacks commit all the crime.,"{'crime', 'commit'}"
hatespeech_target_627,illegal immigrants,swine from the gutter,Immigrants are savages,{'savage'}
hatespeech_target_628,minorities,god bless the work of . these leaflet drops should be the standard for white advocacy in america .,Minorities are inferior.,{'inferior'}
hatespeech_target_629,illegal immigrants,total annual cost of illegal immigration to american citizens is expected to surpass $ 1 trillion dollars by end of 2017,Immigrants are a burden,{'burden'}
hatespeech_target_630,muslims,god bless you . here's who did 9/11 : why are they still alive ?,Muslims are violent terrorists,{'violent'}
hatespeech_target_631,illegal immigrants,". tweeted this last year! enough said, i'll leave it right here. #draintheswamp #trumptrain #trump2016",Immigrants have to be deported,{'deported'}
hatespeech_target_632,minorities," if you join we can make america a great aesthetic  pro white european  effective and efficient  "" empire "" "" """,Minorities do not belong in America.,{'belong'}
hatespeech_target_633,minorities,anti-racist equals anti-white billboard erected in arkansas ( video ) va,Minorities hate whites,{'hate'}
hatespeech_target_634,non white people,awesome ! the real men who fought for the white race ! real heroes !,non-white people are inferior,{'inferior'}
hatespeech_target_635,illegal immigrants,20 invader centers burned in germany #whitegenocide #merkelmussweg #refugeeswelcome #trump,Immigrants are invasive.,{'invasive'}
hatespeech_target_636,illegal immigrants,a wall at no cost to tax payers re tweet spread the word deport dreamers let them return and apply like everybody else,Immigrants should be deported,{'deported'}
hatespeech_target_637,non white people,#altrightmeans becoming great again .,non-white people are inferior,{'inferior'}
hatespeech_target_638,conservative males,oh yeah while some alt-right cuck says ' staahpp  we supp,Conservative males are impotent and weak,"{'impotent', 'weak'}"
hatespeech_target_639,minorities,originator of the white genocide mantra will be hosting a discussion on white genocide . please rt .,Minorities are looking to destroy the white race.,"{'destroy', 'looking', 'race'}"
hatespeech_target_640,islamic people,islam just being islam  no matter where in the world . it's all the same  kill kill kill #islamistheproblem,Islamic people are killers.,{'are'}
hatespeech_target_641,white people,it would be nice to have historically white colleges and universities . we have them in the south . that would be called * racist * though,White people aren't allowed to have their own schools.,"{'allowed', 'school'}"
hatespeech_target_642,non white people,no country for minority white children : racist attacks by violent non-whites rising in america via,Non-whites are violent and racist.,{'violent'}
hatespeech_target_643,jewish people,so is mass non-white immigration to the west in the minds of jews,Jews are devious,{'devious'}
hatespeech_target_644,minorities,david lane : open letter to the dead white race via rt,Minorities are killing out the white race,"{'killing', 'race'}"
hatespeech_target_645,illegal immigrants,this is an unarmed takeover of this country invasion without a shot fired?,Immigrants are invasive,{'invasive'}
hatespeech_target_646,people of color,: whores of babylon : lena dunham celebrates white genocide via #whitegenocide #waronwhites,People of color want white people to die out,"{'want', 'die'}"
hatespeech_target_647,black people,i heard thereare no white people in africa  you should go there .,Blacks hate whites,{'hate'}
hatespeech_target_648,muslims,you are so right . why r muslims commanded to kill all jews by muhammad ? love ?,Muslims promote murder,"{'murder', 'promote'}"
hatespeech_target_649,minorities,happy mother's day to all the wonderful #aryan moms out there . thank you !,Minorities are inferior,{'inferior'}
hatespeech_target_650,white people,how do you explain the thousands of incidents of white on white domestic violence per year ? interracial dating ?,White people don't like other white people.,{'like'}
hatespeech_target_651,white people,american white for ever ... usa,Whites belong in the USA.,{'belong'}
hatespeech_target_652,muslims,keep muslims out ! we have been warned !,Muslims should be kept out of the country.,"{'country', 'kept'}"
hatespeech_target_653,illegal immigrants,"they can't be taught,have had more than enough warnings,look at any country",Immigrants are dumb,{'dumb'}
hatespeech_target_654,mexican people,we will need to appropriate at least 5 miles within mexican territory as a buffer zoneenforced by daily artillery fire,Mexicans are dangerous,{'dangerous'}
hatespeech_target_655,muslims,no burka? punishable by death! no witnesses to your rape? punishable by death! ur loyal to america? punishable by death! #noshariainamerica,Muslims are dangerous,{'dangerous'}
hatespeech_target_656,white people,see  when a white cop shoots a black man it's all.about race . now a muslim cop shoots,White people kill black people.,{'kill'}
hatespeech_target_657,illegal immigrants,dear if #sadhvipragya a terrorist lets hang her if not let's free herbut pls don't let her rot in jailhumble plea!,Immigrants are terrorists,{'are'}
hatespeech_target_658,muslims,h / t it's not islamophobia if they really are trying to kill you .,Muslims are murdering criminals.,{'murdering'}
hatespeech_target_659,muslims,if a muslim kill a jew they celebrate him as a hero . if a christian kill a jew we call,Muslims are killers.,{'are'}
hatespeech_target_660,white women,in an effort to cement her racial equality bona fides she brought home the wrong token black guy.,who associate with black men only do so for token reasons.,"{'token', 'associate', 'reason'}"
hatespeech_target_661,minorities,white genocide accelerates is france : at least 1 in 3 newborns are non-white | read more :,Minorities want to see whites die off.,"{'see', 'want', 'die'}"
hatespeech_target_662,illegal immigrants,the illegals ate your dog! end sanctuary cities.,Immigrants should be deported,{'deported'}
hatespeech_target_663,white people,#wakeup they are going to blame you  white people  every time,White people are always blamed,"{'always', 'blamed'}"
hatespeech_target_664,illegal immigrants,and daca is the camel's nose under the tent that greases the rails for dapa amnesty leading to full blown amnesty for all illegal aliens.,Immigrants should be deported,{'deported'}
hatespeech_target_665,illegal immigrants,illegals need to be removed from our country now! without delay!!,immigrants need to be deported,"{'need', 'deported'}"
hatespeech_target_666,white people,her whole twitter history is crying about white people to white people on white peoples invented technology in our white founded country .,White people founded the country.,"{'country', 'founded'}"
hatespeech_target_667,black people,i've heard birmingham is as big of a dump as atlanta . he'd definitely get mugged in the atl,Blacks destroy their own communities,"{'destroy', 'community'}"
hatespeech_target_668,jewish people,did the holocaust actually happen ?,Jews are dishonest and manipulative.,"{'manipulative', 'dishonest'}"
hatespeech_target_669,minorities,why not love hate ? the donald loves hate . white nationalists love hate . let's love hate !,Minorities are inferior.,{'inferior'}
