id,text,label,senate,democrat,ideology,ground_truth
topic_3093,To amend the Internal Revenue Code of 1954 to exempt from income tax interest on deposits in financial Institutions,Macroeconomics,0,0,0.35,True
topic_3094,"To encourage, enhance, and integrate Blue Alert plans throughout the United States in order to disseminate information when a law enforcement officer is seriously injured or killed in the line of duty, is missing in connection with the officer's official duties, or an imminent and credible threat that an individual intends to cause the serious injury or death of a law enforcement officer is received, and for other purposes.",Law and Crime,0,0,0.214,False
topic_3095,"To amend chapter 95 of title 18, United States Code, to permit the compelling of testimony under certain conditions and the granting of immunityfrom prosecution in connection therewith",Law and Crime,0,0,0.277,False
topic_3096,A bill to amend the Internal Revenue Code of 1954 to double the unified credit against estate and gift taxes and to provide an inflation adjustment of such credit.,Macroeconomics,0,1,-0.085,True
topic_3097,A bill to provide financial assistance to States to carry out demonstration projects to provide character education to juveniles confined in juvenile detention facilities.,Law and Crime,0,0,0.294,False
topic_3098,To provide for the transfer of 10 percent of a State's apportionment of certain highway funds to the State's highway safety apportionment if the State does not suspend the driver's license of individuals under the age of 21 convicted of driving while under the influence of alcohol.,Law and Crime,0,1,0.106,False
topic_3099,To exempt amounts paid for admission to concerts and operas from the Federal tax on admissions,Macroeconomics,0,0,0.038,True
topic_3100,A bill to make technical corrections in certain recent legislation dealing with the tax and social security laws.,Macroeconomics,0,1,-0.378,True
topic_3101,"To amend section 1331(c) of title 10, United States Code, to provide that the requirement that certain individuals have served on active duty during World War I, World War II, or the Korean conflict in order to qualify for retired pay shall not apply to c",Defense,0,1,-0.324,False
topic_3102,A bill to prescribe certain procedures to be followed in establishing rates of toll to be levied for the use of the Panama Canal,International Affairs,1,1,-0.332,False
topic_3103,To encourage State and local governments to adopt more equitable personal income taxes,Macroeconomics,0,1,-0.71,True
topic_3104,"A bill to amend section 403(B)(2) of the Internal Revenue Code of 1954 with respect to computation of the exclusion allowance for ministers and lay employees of a church; to add new section 430(B) annuity contract includes an annuity contract of a church, including a church pension board; to conform section 403(c) with recent amendments to 402(a)(1); to amend section 415(c)(4) to extend the special elections for section 430(b) annuity contracts to employees of churches or conventions or associations of churches and their agencies; to add a new section 415 (c)(8) to permit a de minimis contribution amount in lieu of such elections; and to make a clarifying amendment to section 415(c) by adding a new paragraph (9) and conforming amendments to sections 415(d)(1), 415(d)(2), and 403(b)(2)(B).",Macroeconomics,1,1,-0.137,True
topic_3105,A bill to amend the Internal Revenue Code of 1954 to provide that child insurance benefits under the Social Security Act and certain veterans' benefits will not be taken into account in determining whether an individual is a dependent of another person.,Macroeconomics,0,1,-0.383,True
topic_3106,"Making supplemental appropriations for the Fiscal year ending June 30, 1973, and for other purposes",Macroeconomics,0,1,-0.009,True
topic_3107,"To amend the Internal Revenue Code of 1986 to increase to $25,000 the amount of a home improvement loan which may be financed with tax-exempt bonds.",Macroeconomics,0,0,0.373,True
topic_3108,A bill to provide for payment of an annuity to widows of judges,Law and Crime,1,1,0.121,False
topic_3109,A bill to restore eligibility to certain citizens of Germany and Japan to receive benefits under the veterans laws,Defense,1,0,0.322,False
topic_3110,"To amend the Balanced Budget and Emergency Deficit Control Act of 1985 to extend the discretionary spending limits through fiscal year 2012, to extend paygo for direct spending, and for other purposes.",Macroeconomics,0,0,0.826,True
topic_3111,"A bill to provide for the return of certain program and activity funds rejected by States to the Treasury to reduce the Federal deficit, and for other purposes.",Macroeconomics,1,0,0.379,True
topic_3112,A bill to provide that pensions shall be extended to the widows and children of deceased World War II veterans on the same conditions as they are now extended to the widows and children of deceased World War I veterans,Defense,1,1,-0.0382127128841437,False
topic_3113,A bill to amend title 18 of the United States Code to prohibit a Government officer or employee from causing the distribution of slogans or messages with checks or money from the United States.,International Affairs,0,1,-0.119,False
topic_3114,A bill entitled the International Pollution Deterrence Act of 1991.,International Affairs,1,1,-0.188,False
topic_3115,"A bill to amend section 3006A of title 18, United States Code, relating to representation of defendants who are financially unable to obtain an adequate defense in criminal cases in the courts of the United States",Law and Crime,1,0,0.476,False
topic_3116,To require the Congressional Budget Office and the Joint Committee on Taxation to use dynamic economic modeling in addition to static economic modeling in the preparation of budgetary estimates of proposed changes in Federal revenue law.,Macroeconomics,0,0,0.997,True
topic_3117,"A bill to limit the period of authorization of new budget authority provided in appropriation Acts, to require analysis, appraisal, and evaluation of existing programs for which continued new budget authority is proposed to be authorized by committees of Congress, and for other purposes.",Macroeconomics,0,0,0.866,True
topic_3118,"To provide for the safe and orderly withdrawal of United States military forces and Department of Defense contractors from Iraq, and for other purposes.",Defense,0,1,-0.547,False
topic_3119,To amend the Internal Revenue Code of 1954 to provide for capital loss carrybacks,Macroeconomics,0,0,0.372,True
topic_3120,A bill to assist former spouses of federal employees in obtaining court-ordered payments.,Law and Crime,0,0,0.208,False
topic_3121,A bill to amend title 38 of the United States Code to allow persons receiving retired pay for the length of their service in the armed forces of the United States to concurrently receive any pension or compensation under the laws administered by the Veterans' Administration which they are entitled to.,Defense,0,0,0.244,False
topic_3122,To authorize the appointment of Abe McGregor Goff as a lieutenant colonel in the Regular Army of the United States,Defense,0,1,-0.151,False
